未分组,#genre#
广东卫视高清,http://144.123.165.186:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视标清,http://144.123.165.186:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视标清,http://144.123.165.186:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视标清,http://144.123.165.186:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://144.123.165.186:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视标清,http://144.123.165.186:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
齐鲁卫视高清,http://144.123.165.186:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
山东影视高清,http://144.123.165.186:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺高清,http://144.123.165.186:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
山东少儿高清,http://144.123.165.186:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视高清,http://144.123.165.186:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视高清,http://144.123.165.186:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://144.123.220.38:80/wh7f454c46tw184021769_1366609685/2/00/CHANNEL00000050/2540800/1.m3u8
金鹰卡通,http://144.123.220.42:80/wh7f454c46tw141994439_-123240046/2/00/CHANNEL00000047/2540800/1.m3u8
吉林卫视,http://144.123.220.43:80/wh7f454c46tw3394797750_2100012903/2/00/CHANNEL00000036/2540800/1.m3u8
宁夏卫视,http://144.123.220.43:80/wh7f454c46tw3596018626_1806805609/2/00/CHANNEL00000043/2540800/1.m3u8
新疆卫视,http://144.123.220.43:80/wh7f454c46tw3619216835_-1782766063/2/00/CHANNEL00000044/2540800/1.m3u8
青海卫视,http://144.123.220.44:80/wh7f454c46tw3668958560_-1590177523/2/00/CHANNEL00000042/2540800/1.m3u8
广西卫视,http://144.123.220.47:80/wh7f454c46tw111685212_1092286008/2/00/CHANNEL00000038/2540800/1.m3u8
CCTV1-综合,http://144.52.161.141:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://144.52.161.141:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://144.52.161.141:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://144.52.161.141:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://144.52.161.141:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+体育赛事,http://144.52.161.141:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://144.52.161.141:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7军事,http://144.52.161.141:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://144.52.161.141:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9高清,http://144.52.161.141:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10高清,http://144.52.161.141:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://144.52.161.141:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12社会与法,http://144.52.161.141:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://144.52.161.141:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿高清,http://144.52.161.141:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15音乐,http://144.52.161.141:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-news,http://144.52.161.141:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://144.52.161.141:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
齐鲁频道,http://144.52.161.141:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
山东新闻,http://144.52.161.141:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
山东农科,http://144.52.161.141:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://144.52.161.141:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
山东少儿,http://144.52.161.141:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
山东生活,http://144.52.161.141:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://144.52.161.141:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
山东文旅,http://144.52.161.141:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://144.52.161.141:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视高清,http://144.52.161.141:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视高清,http://144.52.161.141:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视高清,http://144.52.161.141:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://144.52.161.141:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://144.52.161.141:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://144.52.161.141:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://144.52.161.141:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://144.52.161.141:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://144.52.161.141:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://144.52.161.141:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://144.52.161.141:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://144.52.161.141:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://144.52.161.141:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://144.52.161.141:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://144.52.161.141:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://144.52.161.141:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://144.52.161.141:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://144.52.161.141:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://144.52.161.141:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://144.52.161.141:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://144.52.161.141:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://144.52.161.141:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://144.52.161.141:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://144.52.161.141:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://144.52.161.141:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://144.52.161.141:9901/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://144.52.161.141:9901/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://144.52.161.141:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://144.52.161.141:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://144.52.161.141:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
临沂综合,http://144.52.161.141:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
临沂公共,http://144.52.161.141:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
临沂农科,http://144.52.161.141:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://144.52.161.141:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
山东居家购物,http://144.52.161.141:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://144.52.161.141:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://144.52.161.141:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://144.52.161.141:9901/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://144.52.161.141:9901/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://144.52.161.141:9901/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17 农业农村,http://144.52.161.141:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
精彩影视,http://144.52.161.141:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://144.52.161.141:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1综合,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2财经,http://111.14.181.15:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3综艺,http://111.14.181.15:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4国际,http://111.14.181.15:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5体育,http://111.14.181.15:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://111.14.181.15:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://111.14.181.15:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://111.14.181.15:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8电视剧,http://111.14.181.15:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9纪录,http://111.14.181.15:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://111.14.181.15:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://111.14.181.15:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12社会与法,http://111.14.181.15:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://111.14.181.15:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://111.14.181.15:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTN-中央国际,http://111.14.181.15:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15音乐,http://111.14.181.15:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.14.181.15:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东齐鲁,http://111.14.181.15:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
山东公共,http://111.14.181.15:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东影视,http://111.14.181.15:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://111.14.181.15:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://111.14.181.15:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
山东少儿,http://111.14.181.15:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
济宁综合,http://111.14.181.15:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
济宁公共,http://111.14.181.15:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
梁山综合,http://111.14.181.15:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
梁山影视,http://111.14.181.15:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.14.181.15:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.14.181.15:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.14.181.15:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.14.181.15:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.14.181.15:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.14.181.15:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.14.181.15:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.14.181.15:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.14.181.15:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.14.181.15:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.14.181.15:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.14.181.15:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.14.181.15:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.14.181.15:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.14.181.15:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.14.181.15:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.14.181.15:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://111.14.181.15:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.14.181.15:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.14.181.15:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.14.181.15:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://123.129.70.178:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://123.129.70.178:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://123.129.70.178:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://123.129.70.178:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://123.129.70.178:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://123.129.70.178:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://123.129.70.178:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://123.129.70.178:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://123.129.70.178:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
齐鲁卫视,http://123.129.70.178:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
东营公共,http://123.129.70.178:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
东营新闻综合,http://123.129.70.178:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
海看大片,http://123.129.70.178:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV经典电影,http://123.129.70.178:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
山东新闻,http://123.129.70.178:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://123.129.70.178:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
山东少儿,http://123.129.70.178:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
山东生活,http://123.129.70.178:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://113.25.252.226:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://113.25.252.226:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://113.25.252.226:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://113.25.252.226:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://113.25.252.226:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://113.25.252.226:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://113.25.252.226:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://113.25.252.226:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://113.25.252.226:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://113.25.252.226:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://113.25.252.226:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://113.25.252.226:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://113.25.252.226:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://113.25.252.226:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://113.25.252.226:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://113.25.252.226:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://113.25.252.226:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://113.25.252.226:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://113.25.252.226:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://113.25.252.226:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://113.25.252.226:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://113.25.252.226:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://113.25.252.226:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.25.252.226:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://113.25.252.226:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://113.25.252.226:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://113.25.252.226:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://113.25.252.226:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://113.25.252.226:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://113.25.252.226:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://113.25.252.226:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://113.25.252.226:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://113.25.252.226:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.25.252.226:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://113.25.252.226:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://113.25.252.226:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://113.25.252.226:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
山西公共,http://113.25.252.226:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
BTV卡酷,http://113.25.252.226:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://113.25.252.226:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
动作影院,http://113.25.252.226:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://113.25.252.226:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://113.25.252.226:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://219.144.157.62:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://219.144.157.62:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://219.144.157.62:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://219.144.157.62:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://219.144.157.62:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://219.144.157.62:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://219.144.157.62:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
